Sector,Sub-Industry,Production_Process,Assets,Fibres_And_Other_Materials_Dependency_Description,Fibres_And_Other_Materials_Materiality,Fibres_And_Other_Materials_Materiality_Justification,Fibres_And_Other_Materials_Assets,Genetic_Materials_Dependency_Description,Genetic_Materials_Materiality,Genetic_Materials_Materiality_Justification,Genetic_Materials_Assets,Ground_Water_Dependency_Description,Ground_Water_Materiality,Ground_Water_Materiality_Justification,Ground_Water_Assets,Surface_Water_Dependency_Description,Surface_Water_Materiality,Surface_Water_Materiality_Justification,Surface_Water_Assets,Animal_Based_Energy_Dependency_Description,Animal_Based_Energy_Materiality,Animal_Based_Energy_Materiality_Justification,Animal_Based_Energy_Assets,Filtration_Dependency_Description,Filtration_Materiality,Filtration_Materiality_Justification,Filtration_Assets,Bio-Remediation_Dependency_Description,Bio-Remediation_Materiality,Bio-Remediation_Materiality_Justification,Bio-Remediation_Assets,Dilution_By_Atmosphere_And_Ecosystems_Dependency_Description,Dilution_By_Atmosphere_And_Ecosystems_Materiality,Dilution_By_Atmosphere_And_Ecosystems_Materiality_Justification,Dilution_By_Atmosphere_And_Ecosystems_Assets,Mediation_Of_Sensory_Impacts_Dependency_Description,Mediation_Of_Sensory_Impacts_Materiality,Mediation_Of_Sensory_Impacts_Materiality_Justification,Mediation_Of_Sensory_Impacts_Assets,Buffering_And_Mass_Attenuation_Of_Flows_Dependency_Description,Buffering_And_Mass_Attenuation_Of_Flows_Materiality,Buffering_And_Mass_Attenuation_Of_Flows_Materiality_Justification,Buffering_And_Mass_Attenuation_Of_Flows_Assets,Mass_Stabilisation_And_Erosion_Control_Dependency_Description,Mass_Stabilisation_And_Erosion_Control_Materiality,Mass_Stabilisation_And_Erosion_Control_Materiality_Justification,Mass_Stabilisation_And_Erosion_Control_Assets,Water_Flow_Maintenance_Dependency_Description,Water_Flow_Maintenance_Materiality,Water_Flow_Maintenance_Materiality_Justification,Water_Flow_Maintenance_Assets,Flood_And_Storm_Protection_Dependency_Description,Flood_And_Storm_Protection_Materiality,Flood_And_Storm_Protection_Materiality_Justification,Flood_And_Storm_Protection_Assets,Ventilation_Dependency_Description,Ventilation_Materiality,Ventilation_Materiality_Justification,Ventilation_Assets,Pollination_Dependency_Description,Pollination_Materiality,Pollination_Materiality_Justification,Pollination_Assets,Maintain_Nursery_Habitats_Dependency_Description,Maintain_Nursery_Habitats_Materiality,Maintain_Nursery_Habitats_Materiality_Justification,Maintain_Nursery_Habitats_Assets,Pest_Control_Dependency_Description,Pest_Control_Materiality,Pest_Control_Materiality_Justification,Pest_Control_Assets,Disease_Control_Dependency_Description,Disease_Control_Materiality,Disease_Control_Materiality_Justification,Disease_Control_Assets,Soil_Quality_Dependency_Description,Soil_Quality_Materiality,Soil_Quality_Materiality_Justification,Soil_Quality_Assets,Water_Quality_Dependency_Description,Water_Quality_Materiality,Water_Quality_Materiality_Justification,Water_Quality_Assets,Climate_Regulation_Dependency_Description,Climate_Regulation_Materiality,Climate_Regulation_Materiality_Justification,Climate_Regulation_Assets, 
Materials,Fertilizers & Agricultural Chemicals,Synthetic fertilizer production,Water; Habitats; Soils and sediments; Land geomorphology; Atmosphere; Species; Ocean geomorphology,,,,,Genetic materials used in manufacturing,Very Low,Most of the time the PP can take place even with full disruption of the ES ,Species,Water is used for production process and cooling,Low,"Although less practical, PP can take place without the ES due to availability of substitutes",Water,Water is used for production process and cooling,Low,"Although less practical, PP can take place without the ES due to availability of substitutes",Water,,,,,Filtration for cleaning waste-water streams,Very Low,,Species; Habitats,Assimilation of waste water as part of the production process,Very Low,Most of the time the PP can take place even with full disruption of the ES ,Species; Habitats,Natural dilution of production sourced pollution by atmosphere,Low,Most of the time the PP can take place even with full disruption of the ES ,Atmosphere; Ocean Geomorphology; Water,Naturally occurring green infrastructure to mediate noise/smell/visual impacts,Low,Most of the time the PP can take place even with full disruption of the ES ,Species; Habitats; Water; Atmosphere,,,,,Naturally occurring erosion control to protect infrastructure and service provision,Very Low,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Habitats; Soils and sediments; Land geomorphology,Maintenance of water flow for a number of activities.,Low,"Although less practical, PP can take place without the ES due to availability of substitutes",Habitats; Water; Atmosphere,"Naturally occurring green infrastructure to protect against damages or disruption from natural hazards, such as floods and storms ",Medium,"Although less practical, PP can take place without the ES due to availability of protection substitutes",Habitats,Natural or planted vegetation needed in a buffer area around plant that enables air ventilation,Very Low,"Most of the time the PP can take place even
with full disruption of the ES",Species,,,,,,,,,,,,,,,,,,,,,Maintenance of water chemical composition for production processes,Low,"Although less practical, PP can take place without the ES due to availability of substitutes",Species; Water,Temperature regulation affects production processes or service delivery,Very Low,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Habitats; Water; Atmosphere; Species; Soils and sediments, 
Materials,Industrial Gases,Natural gas combustion,Water; Habitats; Soils and sediments; Land geomorphology; Atmosphere; Species; Ocean geomorphology,,,,,,,,,Water is used for production process and cooling,High,"Although less practical, PP can take place without the ES due to availability of substitutes",Water,Water is used for production process and cooling,Very High, ES is critical & irreplaceable in PP,Water,,,,,Filtration for cleaning waste-water streams,Low,,Species; Habitats,Assimilation of waste water as part of the production process,Low,Most of the time the PP can take place even with full disruption of the ES ,Species; Habitats,Natural dilution of production sourced pollution by atmosphere,Low,Most of the time the PP can take place even with full disruption of the ES ,Atmosphere; Ocean Geomorphology; Water,Naturally occurring green infrastructure to mediate noise/smell/visual impacts,Low,Most of the time the PP can take place with limited (but not with full) disruption of the ES,Species; Habitats; Water; Atmosphere,,,,,Naturally occurring erosion control to protect infrastructure and service provision,Low,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Habitats; Soils and sediments; Land geomorphology,Water flow maintenance for cooling and cracking processes,Medium,Most of the time the PP can take place with limited (but not with full) disruption of the ES,Habitats; Water; Atmosphere,"Naturally occurring green infrastructure to protect against damages or disruption from natural hazards, such as floods and storms ",Medium,"Although less practical, PP can take place without the ES due to availability of protection substitutes",Habitats,Natural or planted vegetation needed in a buffer area around plant that enables air ventilation,Very Low,"Most of the time the PP can take place even
with full disruption of the ES",Species,,,,,,,,,,,,,,,,,,,,,Maintenance of water chemical composition for cooling and cracking.,Low,"Although less practical, PP can take place without the ES due to availability of substitutes",Species; Water,Maintenance of micro-climate conditions to regulate temperatures for chemical processes,Very Low,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Habitats; Water; Atmosphere; Species; Soils and sediments, 
Materials,Metal & Glass Containers,Metal processing,Water; Habitats; Soils and sediments; Land geomorphology; Atmosphere; Species; Ocean geomorphology,,,,,,,,,Water is used for production process and cooling,Medium,"Although less practical, PP can take place without the ES due to availability of substitutes",Water,Water is used for production process and cooling,Medium,"Although less practical, PP can take place without the ES due to availability of substitutes",Water,,,,,Detoxifying water effluent and solid waste before discharge,Low,,Species; Habitats,Detoxifying water effluent and solid waste before discharge,Low,Most of the time the PP can take place even with full disruption of the ES ,Species; Habitats,Natural dilution of production sourced pollution by atmosphere,Low,Most of the time the PP can take place even with full disruption of the ES ,Atmosphere; Ocean Geomorphology; Water,Naturally occurring green infrastructure to mediate noise/smell/visual impacts,Low,Most of the time the PP can take place with limited (but not with full) disruption of the ES,Species; Habitats; Water; Atmosphere,,,,,Naturally occurring erosion control to protect infrastructure and service provision,Very Low,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Habitats; Soils and sediments; Land geomorphology,Water flow maintenance for production and cooling purposes,Medium,"Although less practical, PP can take place without the ES due to availability of substitutes",Habitats; Water; Atmosphere,"Naturally occurring green infrastructure to protect against damages or disruption from natural hazards, such as floods and storms ",Medium,"Although less practical, PP can take place without the ES due to availability of protection substitutes",Habitats,Maintenance of air quality,Very Low,"Most of the time the PP can take place even
with full disruption of the ES",Species,,,,,,,,,,,,,,,,,,,,,Maintenance  of water chemical composition for waste management and cooling.,Low,"Although less practical, PP can take place without the ES due to availability of substitutes",Species; Water,Climate regulation reduces negative impacts on production processes or service delivery,Very Low,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Habitats; Water; Atmosphere; Species; Soils and sediments, 
Materials,Forest Products,Small-scale forestry,Water; Habitats; Soils and sediments; Land geomorphology; Atmosphere; Species; Minerals,,,,,,,,,Surface water for tree growth.,Very High, ES is critical & irreplaceable in PP,Water,Surface water for tree growth.,Very High, ES is critical & irreplaceable in PP,Water,Mechanical animal energy used in production process,Very High,ES is critical & irreplaceable in PP ,Species,For healthy tree growth.,Very Low,ES is critical & irreplaceable in PP ,Species; Habitats,For healthy tree growth.,Medium,• Most of the time the PP can take place with limited (but not with full) disruption of the ES,Species; Habitats,,,,,,,,,,,,,Forestry relies on mass stabilisation and erosion control for healthy tree growth.,Very High,The PP is extremely vulnerable to disruption The degree of protection offered by the ES is critical & irreplaceable for the PP ,Habitats; Soils and sediments; Land geomorphology,Forests are dependent on water flow maintenance for growth.,Very High, ES is critical & irreplaceable in PP,Habitats; Water; Atmosphere,,,,,,,,,,,,,,,,,Maintenance of conditions for tree growth.,Very High,The PP is extremely vulnerable to disruption The degree of protection offered by the ES is critical & irreplaceable for the PP ,Species; Habitats,Maintenance of conditions for tree growth.,Very High,The PP is extremely vulnerable to disruption The degree of protection offered by the ES is critical & irreplaceable for the PP ,Species; Habitats,Maintenance of healthy soil and nutrient cycling for tree growth.,High,"PP can take place with some disruption of the ES, but the high quantity of the ES required for the PP makes this a high risk",Species; Habitats; Soils and sediments; Minerals; Water; Land geomorphology,,,,,Maintenance of conditions for tree growth.,Very High,The PP is extremely vulnerable to disruption The degree of protection offered by the ES is critical & irreplaceable for the PP ,Habitats; Water; Atmosphere; Species; Soils and sediments, 
Materials,Forest Products,Large-scale forestry,Water; Habitats; Soils and sediments; Land geomorphology; Atmosphere; Species; Minerals,,,,,,,,,Surface water for tree growth.,Very High, ES is critical & irreplaceable in PP,Water,Surface water for tree growth.,Very High, ES is critical & irreplaceable in PP,Water,Mechanical animal energy used in production process,Very Low,Most of the time the PP can take place even with full disruption of the ES ,Species,For healthy tree growth.,Very Low,Most of the time the PP can take place even with full disruption of the ES ,Species; Habitats,For healthy tree growth.,Medium,• Most of the time the PP can take place with limited (but not with full) disruption of the ES,Species; Habitats,,,,,,,,,,,,,Forestry relies on mass stabilisation and erosion control for healthy tree growth.,Very High,The PP is extremely vulnerable to disruption The degree of protection offered by the ES is critical & irreplaceable for the PP ,Habitats; Soils and sediments; Land geomorphology,Forests are dependent on water flow maintenance for growth.,High, ES is critical & irreplaceable in PP,Habitats; Water; Atmosphere,,,,,,,,,,,,,,,,,Maintenance of conditions for tree growth.,High,The PP is extremely vulnerable to disruption The degree of protection offered by the ES is critical & irreplaceable for the PP ,Species; Habitats,Maintenance of conditions for tree growth.,High,The PP is extremely vulnerable to disruption The degree of protection offered by the ES is critical & irreplaceable for the PP ,Species; Habitats,Maintenance of healthy soil and nutrient cycling for tree growth.,Medium,"• Although less practical, PP can take place without the ES due to availability of substitutes",Species; Habitats; Soils and sediments; Minerals; Water; Land geomorphology,,,,,Maintenance of conditions for tree growth.,Very High,The PP is extremely vulnerable to disruption The degree of protection offered by the ES is critical & irreplaceable for the PP ,Habitats; Water; Atmosphere; Species; Soils and sediments, 
Real Estate,Diversified Real Estate Activities,Real estate activities,Water; Habitats; Soils and sediments; Land geomorphology; Atmosphere; Species,,,,,,,,,"Water is used to maintain facilities and services, e.g. cleaning, diluting waste, air conditioning and heating",High,"PP can take place with some disruption of the ES, but the high quantity of the ES required for the PP makes this a high risk",Water,"Water is used to maintain facilities and services, e.g. cleaning, diluting waste, air conditioning and heating",High,"PP can take place with some disruption of the ES, but the high quantity of the ES required for the PP makes this a high risk",Water,,,,,Waste assimilation and sewage control,Very Low,,Species; Habitats,Waste assimilation and sewage control,Low,Most of the time the PP can take place even with full disruption of the ES ,Species; Habitats,,,,,Green infrastructure for visual screening of transport corridors (e.g. trees),Low,Most of the time the PP can take place with limited (but not with full) disruption of the ES,Species; Habitats; Water; Atmosphere,,,,,Naturally occurring erosion control and mass stabilisation to protect real estate properties,Low,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Habitats; Soils and sediments; Land geomorphology,,,,,"Naturally occurring green infrastructure to protect against damages or disruption from natural hazards, such as floods and storms ",Very Low,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Habitats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Real Estate,Real Estate Development,Real estate activities,Water; Habitats; Soils and sediments; Land geomorphology; Atmosphere; Species,,,,,,,,,"Water is used to maintain facilities and services, e.g. cleaning, diluting waste, air conditioning and heating",High,"PP can take place with some disruption of the ES, but the high quantity of the ES required for the PP makes this a high risk",Water,"Water is used to maintain facilities and services, e.g. cleaning, diluting waste, air conditioning and heating",High,"PP can take place with some disruption of the ES, but the high quantity of the ES required for the PP makes this a high risk",Water,,,,,Waste assimilation and sewage control,Very Low,,Species; Habitats,Waste assimilation and sewage control,Low,Most of the time the PP can take place even with full disruption of the ES ,Species; Habitats,,,,,Green infrastructure for visual screening of transport corridors (e.g. trees),Low,Most of the time the PP can take place with limited (but not with full) disruption of the ES,Species; Habitats; Water; Atmosphere,,,,,Naturally occurring erosion control and mass stabilisation to protect real estate properties,Low,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Habitats; Soils and sediments; Land geomorphology,,,,,"Naturally occurring green infrastructure to protect against damages or disruption from natural hazards, such as floods and storms ",Very Low,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Habitats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Real Estate,Real Estate Operating Companies,Real estate activities,Water; Habitats; Soils and sediments; Land geomorphology; Atmosphere; Species,,,,,,,,,"Water is used to maintain facilities and services, e.g. cleaning, diluting waste, air conditioning and heating",High,"PP can take place with some disruption of the ES, but the high quantity of the ES required for the PP makes this a high risk",Water,"Water is used to maintain facilities and services, e.g. cleaning, diluting waste, air conditioning and heating",High,"PP can take place with some disruption of the ES, but the high quantity of the ES required for the PP makes this a high risk",Water,,,,,Waste assimilation and sewage control,Very Low,,Species; Habitats,Waste assimilation and sewage control,Low,Most of the time the PP can take place even with full disruption of the ES ,Species; Habitats,,,,,Green infrastructure for visual screening of transport corridors (e.g. trees),Low,Most of the time the PP can take place with limited (but not with full) disruption of the ES,Species; Habitats; Water; Atmosphere,,,,,Naturally occurring erosion control and mass stabilisation to protect real estate properties,Low,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Habitats; Soils and sediments; Land geomorphology,,,,,"Naturally occurring green infrastructure to protect against damages or disruption from natural hazards, such as floods and storms ",Very Low,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Habitats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Real Estate,Real Estate Services,Real estate activities,Water; Habitats; Soils and sediments; Land geomorphology; Atmosphere; Species,,,,,,,,,"Water is used to maintain facilities and services, e.g. cleaning, diluting waste, air conditioning and heating",High,"PP can take place with some disruption of the ES, but the high quantity of the ES required for the PP makes this a high risk",Water,"Water is used to maintain facilities and services, e.g. cleaning, diluting waste, air conditioning and heating",High,"PP can take place with some disruption of the ES, but the high quantity of the ES required for the PP makes this a high risk",Water,,,,,Waste assimilation and sewage control,Very Low,,Species; Habitats,Waste assimilation and sewage control,Low,Most of the time the PP can take place even with full disruption of the ES ,Species; Habitats,,,,,Green infrastructure for visual screening of transport corridors (e.g. trees),Low,Most of the time the PP can take place with limited (but not with full) disruption of the ES,Species; Habitats; Water; Atmosphere,,,,,Naturally occurring erosion control and mass stabilisation to protect real estate properties,Low,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Habitats; Soils and sediments; Land geomorphology,,,,,"Naturally occurring green infrastructure to protect against damages or disruption from natural hazards, such as floods and storms ",Very Low,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Habitats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Telecommunication Services,Alternative Carriers,Fibre-optic cable installation (marine),Habitats; Soils and sediments; Land geomorphology; Species; Water; Atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sediment deposition at the bottom of the ocean must be buffered to prevent complications with the cable burial. The cables must generally be run across flat surfaces of the ocean floor.,High,The PP is extremely vulnerable to disruption The degree of protection offered by the ES is critical & irreplaceable for the PP ,Habitats; Soils and sediments; Land geomorphology,Naturally occurring erosion control of soil and ocean sediments to protect infrastructure,High,"Although less practical, PP can take place without the ES due to availability of protection substitutes",Habitats; Soils and sediments; Land geomorphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maintenance of water chemical conditions for healthy seabeds.,Low,Most of the time the PP can take place with limited (but not with full) disruption of the ES,Species; Water,Climate regulation reduces negative impacts on cables of soil freezing,Medium,"Although less practical, PP can take place without the ES due to availability of protection substitutes",Habitats; Water; Atmosphere; Species; Soils and sediments, 
Telecommunication Services,Alternative Carriers,Cable and satellite installations on land,Habitats; Soils and sediments; Land geomorphology; Species; Water; Atmosphere; Minerals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naturally occurring erosion control of soil and ocean sediments to protect infrastructure,Medium,"Although less practical, PP can take place without the ES due to availability of protection substitutes",Habitats; Soils and sediments; Land geomorphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The soil condition determines the underground fibre installation depth, whether duct should be used, the type of fibre cable should be used and ploughing equipment needed.",Medium,Most of the time the PP can take place with limited (but not with full) disruption of the ES ,Species; Habitats; Soils and sediments; Minerals; Water; Land geomorphology,,,,,Climate regulation reduces negative impacts on cables of soil freezing,Medium,Most of the time the PP can take place with limited (but not with full) disruption of the ES due to the resilience of the PP to disruption,Habitats; Water; Atmosphere; Species; Soils and sediments, 
Telecommunication Services,Integrated Telecommunication Services,Telecommunication and wireless services,Habitats; Water; Atmosphere; Species; Soils and sediments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naturally occurring green infrastructure to protect against damages or disruption to telecommunications from storms and floods,Very High,The PP is extremely vulnerable to disruption. The degree of protection offered by the ES is critical & irreplaceable for the PP ,Habitats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Climate regulation for stable precipitation and hydrological regime which affects production process or service delivery,Medium,Most of the time the PP can take place with limited (but not with full) disruption of the ES,Habitats; Water; Atmosphere; Species; Soils and sediments, 
Telecommunication Services,Wireless Telecommunication Services,Telecommunication and wireless services,Habitats; Water; Atmosphere; Species; Soils and sediments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naturally occurring green infrastructure to protect against damages or disruption to telecommunications from storms and floods,Very High,The PP is extremely vulnerable to disruption. The degree of protection offered by the ES is critical & irreplaceable for the PP ,Habitats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Climate regulation for stable precipitation and hydrological regime which affects production process or service delivery,Medium,Most of the time the PP can take place with limited (but not with full) disruption of the ES,Habitats; Water; Atmosphere; Species; Soils and sediments, 
Utilities,Multi-Utilities,Multi-utilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Utilities,Gas Utilities,Gas distribution,Habitats; Soils and sediments; Land geomorphology; Species; Water; Atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naturally occurring erosion control to protect infrastructure and service provision,High,"Although less practical, PP can take place without the ES due to availability of protection substitutes",Habitats; Soils and sediments; Land geomorphology,,,,,Naturally occurring green infrastructure to ensure stable climate and protect against damages or disruption from increased temperatures and weather extremes,Medium,Most of the time the PP can take place with limited (but not with full) disruption of the ES due to the resilience of the PP to disruption,Habitats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Climate regulation reduces or buffers negative climate impacts on power generation,Medium,Most of the time the PP can take place with limited (but not with full) disruption of the ES due to the resilience of the PP to disruption,Habitats; Water; Atmosphere; Species; Soils and sediments, 
Utilities,Electric Utilities,Electric/nuclear power transmission and distribution,Habitats; Soils and sediments; Land geomorphology; Species; Water; Atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naturally occurring erosion control to protect infrastructure and service provision,High,"Although less practical, PP can take place without the ES due to availability of protection substitutes",Habitats; Soils and sediments; Land geomorphology,,,,,"Naturally occurring green infrastructure to protect against damages or disruption from natural hazards, such as floods and storms ",Very High,The PP is extremely vulnerable to disruption. The degree of protection offered by the ES is critical & irreplaceable for the PP ,Habitats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Climate regulation reduces or buffers negative climate impacts on power generation,Medium,Most of the time the PP can take place with limited (but not with full) disruption of the ES due to the resilience of the PP to disruption,Habitats; Water; Atmosphere; Species; Soils and sediments, 
Utilities,Independent Power Producers & Energy Traders,Electric/nuclear power transmission and distribution,Habitats; Soils and sediments; Land geomorphology; Species; Water; Atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naturally occurring erosion control to protect infrastructure and service provision,High,"Although less practical, PP can take place without the ES due to availability of protection substitutes",Habitats; Soils and sediments; Land geomorphology,,,,,"Naturally occurring green infrastructure to protect against damages or disruption from natural hazards, such as floods and storms ",Very High,The PP is extremely vulnerable to disruption. The degree of protection offered by the ES is critical & irreplaceable for the PP ,Habitats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Climate regulation reduces or buffers negative climate impacts on power generation,Medium,Most of the time the PP can take place with limited (but not with full) disruption of the ES due to the resilience of the PP to disruption,Habitats; Water; Atmosphere; Species; Soils and sediments, 
Utilities,Renewable Electricity,Wind energy provision,Habitats; Soils and sediments; Land geomorphology; Species; Water; Atmosphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naturally occurring erosion control to protect infrastructure and service provision,Medium,"Although less practical, PP can take place without the ES due to availability of protection substitutes",Habitats; Soils and sediments; Land geomorphology,,,,,"Naturally occurring green infrastructure to protect against damages or disruption from natural hazards, such as floods and storms ",Medium,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Habitats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Climate regulation reduces negative impacts on production processes or service delivery,Very High,The PP is extremely vulnerable to disruption The degree of protection offered by the ES is critical & irreplaceable for the PP ,Habitats; Water; Atmosphere; Species; Soils and sediments, 
Utilities,Electric Utilities,Infrastructure holdings,Species; Habitats; Soils and sediments; Land geomorphology,,,,,,,,,,,,,,,,,,,,,,,,,Assimilation of waste water as part of the production process,Very Low,Most of the time the PP can take place even with full disruption of the ES ,Species; Habitats,,,,,,,,,,,,,Naturally occurring erosion control to protect infrastructure and service provision,Low,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Habitats; Soils and sediments; Land geomorphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Utilities,Independent Power Producers & Energy Traders,Infrastructure holdings,Species; Habitats; Soils and sediments; Land geomorphology,,,,,,,,,,,,,,,,,,,,,,,,,Assimilation of waste water as part of the production process,Very Low,Most of the time the PP can take place even with full disruption of the ES ,Species; Habitats,,,,,,,,,,,,,Naturally occurring erosion control to protect infrastructure and service provision,Low,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Habitats; Soils and sediments; Land geomorphology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
Utilities,Gas Utilities,Gas Retail,Species; Habitats; Water; Atmosphere; Soils and sediments,,,,,,,,,,,,,,,,,,,,,Waste assimilation as part of the production process,Very Low,,Species; Habitats,,,,,,,,,,,,,,,,,,,,,,,,,"Naturally occurring green infrastructure to protect against damages or disruption from natural hazards, such as floods and storms ",Medium,Most of the time the PP can take place with limited (but not with full) disruption of the ES due to the resilience of the PP to disruption,Habitats,,,,,,,,,,,,,,,,,,,,,,,,,Maintenance of water chemical composition for production processes,Very Low,Most of the time the PP can take place even with full disruption of the ES ,Species; Water,Climate regulation reduces or buffers negative climate impacts on power generation,Very Low,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Habitats; Water; Atmosphere; Species; Soils and sediments, 
Utilities,Renewable Electricity,Biomass energy production,Species; Habitats; Atmosphere; Water; Soils and sediments; Land geomorphology,Timber and cellulose as a direct input to production process,Very High,"ES is critical & irreplaceable in PP 

PP can take place with some disruption of the ES, but the high quantity of the ES required for the PP makes this a high risk",Species; Habitats,,,,,Water supply for processing.,Very High,ES is critical & irreplaceable in PP,Water,Water supply for processing.,Very High,ES is critical & irreplaceable in PP,Water,,,,,Waste assimilation as part of the production process,Very Low,,Species; Habitats,Assimilation of waste water as part of the production process,Very Low,Most of the time the PP can take place even with full disruption of the ES ,Species; Habitats,,,,,,,,,,,,,Naturally occurring erosion control to protect infrastructure and service provision,Low,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Habitats; Soils and sediments; Land geomorphology,0,Medium,Most of the time the PP can take place with limited (but not with full) disruption of the ES,Habitats; Water; Atmosphere,"Naturally occurring green infrastructure to protect against damages or disruption from natural hazards, such as floods and storms ",Medium,Most of the time the PP can take place with limited (but not with full) disruption of the ES due to the resilience of the PP to disruption,Habitats,,,,,,,,,,,,,,,,,,,,,,,,,Maintenance of water chemical composition for production processes,Low,"Although less practical, PP can take place without the ES due to availability of substitutes",Species; Water,Climate regulation reduces negative impacts on production processes or service delivery,Very Low,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Habitats; Water; Atmosphere; Species; Soils and sediments, 
Utilities,Renewable Electricity,Solar energy provision,Water; Habitats; Soils and sediments; Land geomorphology; Atmosphere; Species,,,,,,,,,Water is used for power generation and cooling,Very Low,Most of the time the PP can take place even with full disruption of the ES,Water,Water is used for power generation and cooling,Very Low,Most of the time the PP can take place even with full disruption of the ES,Water,,,,,,,,,,,,,,,,,,,,,,,,,Naturally occurring erosion control to protect infrastructure and service provision,Medium,"Although less practical, PP can take place without the ES due to availability of protection substitutes",Habitats; Soils and sediments; Land geomorphology,,,,,"Naturally occurring green infrastructure to protect against damages or disruption from natural hazards, such as floods and storms ",Medium,Most of the time the PP can take place even with full disruption of the ES due to the resilience of the PP to disruption,Habitats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Climate regulation reduces negative impacts on production processes or service delivery,Very High,The PP is extremely vulnerable to disruption The degree of protection offered by the ES is critical & irreplaceable for the PP ,Habitats; Water; Atmosphere; Species; Soils and sediments, 
